,address,propertyType,bedrooms,detailUrl,location_lat,location_lng,property_id,index
26,"8, Hallin, Dunvegan, Isle Of Skye, Glasgow IV55 8GW",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20565808?s=b68fe2bafe7ee853a52a2dde6e5a3dbb9683c94f716e5321beb9dd1460d0fcd2,57.55224,-6.6398,bbf1d390-c519-4691-a378-c17486cec265,26
27,"Tulloch Gorm, Kilmuir, Dunvegan, Isle Of Skye, Glasgow IV55 8GT",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20565802?s=85237b5d5317b05a8ad33649d06684ec6be71c14483bf0892ab60ed53d6f8f58,57.43489,-6.57003,d170de5e-c5bb-4a9c-8960-e38580bd949c,27
28,"Erin Cottage, 33 Kilmuir, Dunvegan, Isle Of Skye, Glasgow IV55 8GT",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20565805?s=297d9ff9de00e419b67e8d4309ef3a06082a2b210578966c922183276a51475d,57.43489,-6.57003,ba59de2c-4feb-491b-bdf7-1d9edfaf7d93,28
29,"3 Lonmore, Maclean Terrace, Dunvegan, Isle Of Skye, Glasgow IV55 8HA",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20565811?s=4ce63dc0adcc8a2b501b3d0efd9434ae37a8a09b27dea3bdbe2941b73a28a973,57.42667,-6.55633,80db7f95-b259-4cbf-aa36-805352a1eab8,29
30,"Glen Claigan, Dunvegan, Isle Of Skye, Glasgow IV55 8WF",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20565814?s=4b07db0b3e0c8ebea8def8a245fee714e2790d0a5c341dca16d27d5bbc393db8,57.46331,-6.59996,46b8fdcc-d11e-49ba-8baf-00f17cf83d6e,30
31,"18a, Roag, Dunvegan, Isle Of Skye IV55 8ZA",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20513338?s=af425597d6d0fc53a8bf85da3cbb229c668b10182ae7fd67b063655659dbf5e6,57.40368,-6.54531,9699cf74-100b-4469-b0b5-9ca9ab0b3d5f,31
32,"Croft 4, Altvaid, Harlosh, Isle Of Skye, Inverness-shire IV55 8ZF",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20482942?s=40fa2f71a4446f1c9b07a10c56512c84916e9c1bbcff6a784345130767093603,57.39146,-6.51248,bc5df209-f533-4f3f-bbdf-4d1a82816fc8,32
33,"12, Lower Milovaig, Glendale, Isle Of Skye, Inverness IV55 8WR",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20482933?s=c93de446824e80c5b6e59d45c8c43b63856a4a22be0211cf783c69c0678cf2c5,57.45258,-6.75297,580cf626-7727-4aa5-b48e-34e06a71134d,33
34,"6, Camuslusta, Waternish, Isle Of Skye, Inverness IV55 8GE",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20482930?s=091e7db729b1372019475d0afcaddd5136ea499fe596050b394cf062a8eebd1c,57.50862,-6.56088,97b11383-2051-4d73-8b34-01bbd0447241,34
35,"9, Glasphein, Glendale, Isle Of Skye, Inverness-shire IV55 8WW",Unknown,0.0,https://www.rightmove.co.uk/house-prices/details/scotland-37154112-20482936?s=6e2b147c91459e5f2fab9f56c2c46f15f276bd09bcea2bc8a2e6bcd30d981489,57.4533,-6.70266,70ecd29a-3386-4a2e-8bea-83ade9d54a4f,35
36,"Shepherds Cottage, Varkasaig Bay, Dunvegan, Isle Of Skye, Inverness-shire IV55 8ZB",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20482939?s=b45945edc61b03e243bcfe8316f31f24bdfb6d1f372429b383ce16f15162ff5d,57.39499,-6.56672,0ef8d893-1dbb-4c2e-81c0-deb96ef9b6a5,36
37,"Gatehouse, Fasach Wood, Waternish, Isle Of Skye, Inverness-shire IV55 8YU",Unknown,3.0,https://www.rightmove.co.uk/house-prices/details/scotland-73443119-20453227?s=6fa55354251cbe34a1332891fa6760ab0bf2c45da54e328588597fcf754965da,57.52065,-6.57158,8eb03b23-75b7-4747-8208-d3e91f08611c,37
38,"6, Tigh Na Mara, Hallin, Isle Of Skye, Inverness-shire IV55 8GL",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20453221?s=cee2e5c33d690e2c3d4a20e834778035e837d15fee32f9bd67f246a41dfde5ee,57.54052,-6.60636,02517b08-1746-4e6b-bc3b-36230322b647,38
39,"The Rowans, 20 Kilmuir, Dunvegan, Isle Of Skye, Inverness-shire IV55 8GT",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20453224?s=e6a26f528b98bf79cd7b006a768afa89d8238148826b8011a2272b4b79db2f93,57.43489,-6.57003,d0c5bcf5-4a92-45b8-aec6-98248cd4dd54,39
40,"Shoormal, 1a, Harlosh, Dunvegan, Isle Of Skye, Inverness-shire IV55 8ZJ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20453230?s=4f1ce622ecae3f097e194e29b9017cfe7b36936ab1acec222a90423dac6ae361,57.37827,-6.51918,fbb0f461-113b-40b1-93a7-e136a4287f35,40
41,"West House, Waternish, Isle Of Skye, Inverness-shire IV55 8GA",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20374423?s=b338d56e9b523a754559fc0a6fe9f5706d84aadd962571c9d83719256442f0dd,57.51557,-6.57262,0b923f69-7d74-4d30-8931-6714bdd609b2,41
42,"22, Fasach, Glendale, Isle Of Skye, Inverness IV55 8WP",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20374426?s=e7c8f0b55aa4ce94b31a5772d052375f85779ef9977084773087c0807e5b25ef,57.44466,-6.68854,c048ef6a-1d01-46d4-be56-d23ebb1640a6,42
43,"Plot 4, Hallin, Isle Of Skye, Inverness-shire IV55 8GL",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20344213?s=6e5c2c6ae145252c87a017b9c2ebcec86d7fbc83a8545c8329eb7c57e5f0f9db,57.54052,-6.60636,580d6781-59d8-4d97-b296-e6ec1ce5b3b8,43
44,"1, Lower Milovaig, Glendale, Isle Of Skye, Inverness IV55 8WR",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20344219?s=7afdb6c2040e3049650ce97724f06129d49686aff9190f96999ba613468c506c,57.45258,-6.75297,af8db37b-b4c0-4e87-a781-eb79d23a06db,44
45,"2, Roag, Dunvegan, Isle Of Skye, Inverness-shire IV55 8ZA",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20344222?s=85b265a6fef5665ddf6231f8628c820af2b4f9eb6c94e8d9b32bef3aba60768d,57.40279,-6.54503,1e92ac43-0c98-43c1-b2fb-0f2c0005cd0b,45
46,"Claigan Farm House, Dunvegan, Isle Of Skye, Inverness-shire IV55 8WF",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20344216?s=599af09b0b91157fdf5e0c552832137cdccf2d54ad984f061dea363f74de18bf,57.46331,-6.59996,23118cf6-9e9e-4f71-b46f-4eb7ac0172be,46
47,"9 Site A, Holmisdale, Glendale, Isle Of Skye, Inv IV55 8WS",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21730046?s=567b69cb4770354cbf1d6cdaf2e30b69ad7e6b9e325779bd009ffa7be5a899e3,57.44007,-6.69579,d33a2fcb-2347-4598-8ddd-c204a7da5e06,47
48,"2b, Kilmuir Road, Dunvegan, Isle Of Skye, Inv IV55 8GU",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20315101?s=5924aa91acc173dd839ec27182e423d022ed826d3c898248de9ef5bd327949bb,57.42872,-6.56676,64aee749-8256-4eea-a795-ef90ff82a954,48
49,"7, Lower Milovaig, Glendale, Isle Of Skye, Inverness IV55 8WR",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20315107?s=280b3f7acf1b6140c75b634c04f9f965ae508c7244a28512d55eb8b747c5722b,57.45258,-6.75297,646eb3eb-ca2b-4791-954a-eee4c55c0c2f,49
50,"7, Sunbury, Holmisdale, Glendale, Isle Of Skye, Inverness IV55 8WS",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20315110?s=02cca198fceab5e04cf56bc63e1867892197e396554e26fb23c5c82744690afe,57.44007,-6.69579,b31554a1-f7dd-402e-8027-6f64afaf67ef,50
51,"8, Kings Brae, Dunvegan, Isle Of Skye, Inverness IV55 8WH",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21703487?s=b2ade562a4582bab3e155ad74e425199108c99661d83e72866de126e64dbac58,57.42935,-6.56918,3efba099-92cf-45c3-9002-c0ca3aa00469,51
52,"9, Hallin, Isle Of Skye, Inv IV55 8GJ",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21703484?s=0877dd248ec552fcda6a91a54e51c76861b5e1e6c871c39fd89c257256da7d49,57.53769,-6.59764,f887463f-bc72-45e8-9e2b-1ffe78a1129e,52
53,"21, Fasach, Glendale, Isle Of Skye, Inv IV55 8WP",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-21703490?s=8b142d8eb9bd7ce902f24d7c0817a0c83c2bbe5f518abf02676f289388472d92,57.44466,-6.68854,6fddc3aa-2f67-4b06-92d5-3063949927f1,53
54,"20-21, Colbost, Dunvegan, Isle Of Skye, Inverness-shire IV55 8ZT",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20290495?s=c6e2a3906c406a76fbb016463b3632dc2e44095f09ca0a21989b94b82ed945d8,57.44635,-6.65021,f05a04bc-8d89-4f5f-86a5-384f5c263c19,54
55,"9 Cullen View, Dunanellerich, Dunvegan, Isle Of Skye, Inverness-shire IV55 8ZH",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20290492?s=f22f9963b31c76bb04adc1d9263268f6949460779475de3088b0b220efc6760a,57.38446,-6.51961,85be4406-3e42-4ea3-9548-0bcc3d6c979a,55
56,"Croft Numbers 20 And 30, Lochbay, Waternish, Isle Of Skye, Inverness-shire IV55 8GD",Unknown,,https://www.rightmove.co.uk/house-prices/details/scotland-20290489?s=19f9f9e941cf93b3324b53e626b1c075f40ebd7b7b1d5eaf3f71881f9d484d01,57.51334,-6.56231,ad13c0b8-3701-4bcf-9ad3-2043963af3ab,56
